text,Tag,sentiment
গড়ে  আপনার  ব্যাগেল স্থান থেকে একটু বেশি ব্যয়বহু,negative,0
"খাদ্য রাননারত  ছিল- সসে জল, এবং সবজি কাঁচা ছিল।",negative,0
এবং মূল্যবান  ঝিনুক  ভাজার জন্য  তাদের 'যথেষ্ট পরিমাণে লাঠি ছিল' ,positive,1
 সস ব্যবহৃত ছিল  আর তেমন মজাদার ছিলনা,negative,0
লঞ্চের  গোপন মেনু যা প্রত্যেক প্রবেশাধিকার আদেশের সাথে একটি প্রশংসাসূচক রুচিকর খাদ্য বা পানীয় প্রদান করে।,positive,1
আমি সম্পূর্ণভাবে এই স্থানটাকে ভালবাসি!!!,positive,1
"চাল ছিল দরিদ্র মানের এবং তাই রান্না  খুব খারাপভাবে হয়েছিল ,এটি ছিল কঠিন ",negative,0
"
আমাদেরর শ্যাম্পেন এবং ক্যাভিয়ার ছিল এবং যার অনুভূতি রাজকুমারীর মত",positive,1
চিংড়ির রাননা  চমৎকার ছিল এবং  প্রচুর  সুসবাদু ছিল।,positive,1
আমি অন্তত আশ্চর্যজনক ভাবে  বলতে  চাই সাফল্য খুঁজে পেতে প্রচেষ্টা এবং অভ্যাস মূল্যবান ।,negative,0
"যখন আমার মিষ্টান্ন এসেছিল, সেখানে একটি মোমবাতি ছিল - কেউ তা জানায়নি  কিন্তু ওয়েটার আমাকে আমার জন্মদিনের কার্ড এবং উপহার খোলার সময় তা বলেছিল ।",positive,1
"আমি দশ টাকা দিয়ে 10-টুকরা কম্বো পেয়েছিলাম, যার প্রতিটি  ছিল মজাদার।",positive,1
"আমি দশ টাকা দিয়ে 10-টুকরা কম্বো পেয়েছিলাম, যার প্রতিটি  ছিল মজাদার।",positive,1
চায়নার অন্যান্য  অঞ্চলে ভিয়েতনামীয় রেস্টুরেন্ট আছে এবং আপনি তাদের সম্পর্কে ভুলে যেতে পারেন।,neutral,2
খুব সীমিত আসন  আছে এবং ঠিক সময়ে খাদ্য পাওয়ার জন্য যথেষ্ট অপেক্ষা করতে হবে।,negative,0
খুব সীমিত আসন  আছে এবং ঠিক সময়ে খাদ্য পাওয়ার জন্য যথেষ্ট অপেক্ষা করতে হবে।,negative,0
"যদি বারে শুধু  মার্টিনি হয় (যা আমি জেফরির সুপারিশ করি) বা রোস্ট চিকেন এর জন্য একটি , গ্রামে যান!",positive,1
না ধন্যবাদ!!!,negative,0
আমি স্পষ্টভাবে এই রেস্টুরেন্টের সুপারিশ করবো।,positive,1
দাম তুলনামূলক ভাবে কম।,positive,1
যদি আপনি মসলাযুক্ত খাদ্য পছন্দ করেন তবে চিকেন ভিন্ডালু পাবেন।,positive,1
এই জায়গাটা আমার   ভাললাগে!,positive,1
আমি কখনও হতাশ হইনি কিন্তু তাদের সত্যিকারের শক্তি তাদের বিস্ময়কর সুস্বাদু এবং সস্তা দুপুরের খাবার  স্পেশাল স্পেসে থাকে।,positive,1
আমি কখনও হতাশ হইনি কিন্তু তাদের সত্যিকারের শক্তি তাদের বিস্ময়কর সুস্বাদু এবং সস্তা দুপুরের খাবার  স্পেশাল স্পেসে থাকে।,positive,1
"স্বাভাবিক বারের খাবারের চেয়ে অনেক বেশি, তাদের হাত দিয়ে পরিবেশিত মেনুটি উপভোগের জন্য সেখানে যান।",positive,1
চারদিকে শুধু হতাশা,negative,0
এবং তার পুরোপুরি সুস্বাদু,positive,1
বিনামূল্যে কোনও পানীয় নেই,negative,0
এটি আমার প্রথমবারের মতো রেস্টুরেন্টের জন্য একটি পর্যালোচনা লিখছে কারণ খাদ্য এবং পরিষেবা চমৎকার ছিল।,positive,1
এটি আমার প্রথমবারের মতো রেস্টুরেন্টের জন্য একটি পর্যালোচনা লিখছে কারণ খাদ্য এবং পরিষেবা চমৎকার ছিল।,positive,1
এটি আমার প্রথমবারের মতো রেস্টুরেন্টের জন্য একটি পর্যালোচনা লিখছে কারণ খাদ্য এবং পরিষেবা চমৎকার ছিল।,positive,1
নিশ্চিতভাবে এটি উচ্চতম সুপারিশ  না,negative,0
"যদিও তারা কমপক্ষে ক্যাপ্টেন বাজেট রাখে, তারা ব্যাগেলগুলিতে কিছু নগদ রাখে, কারণ তারা শহরের সেরাটাতে থাকে ।",positive,1
"যদিও তারা কমপক্ষে ক্যাপ্টেন বাজেট রাখে, তারা ব্যাগেলগুলিতে কিছু নগদ রাখে, কারণ তারা শহরের সেরাটাতে থাকে ।",positive,1
আমার জন্মদিনের জন্য একটি বিশাল দল ছিল এবং  আমরা ভাল যত্ন নিয়েছিল।,positive,1
দুই তারকা শেফ বেশ কিছু সময় আগে তাদের নিজস্ব জায়গা চলে গেছে।,neutral,2
সাজসজ্জার উপর অর্থ অপচয় করবেন না,positive,1
গ্রীষ্মে তাদের পিছনের  বাগানটি  খোলা থাকে- বুদ্ধিমান এবং ফ্রেঞ্চদের সাথে বহিরঙ্গনে আসন - আপনি আর কি চাইতে পারেন?,positive,1
"কোনও ভারতীয় রেস্টুরেন্টে যান, এবং সেটি পূর্ব ভারতীয় শহর!",positive,1
আমি আগে কখনও তুলনামূলকভাবে ভাল নিগিরির  এর 40 টুকরা খাইনি,neutral,2
আমি আগে কখনও তুলনামূলকভাবে ভাল নিগিরির  এর 40 টুকরা খাইনি,neutral,2
আমি এটাকে একটি 'ইতালিয়ান রাতের খাবার বলতে পারি ।,neutral,2
আমার প্রথম 12 মাস বার্ষিকীতে  আমার GF সঙ্গে ছিল।,neutral,2
"স্থানটি মজা করার মত নয় , তবে পানীয়গুলি অনন্য এবং মাতাল হত্তয়ার জন্য যথেষ্ণট",positive,1
"স্থানটি মজা করার মত নয় , তবে পানীয়গুলি অনন্য এবং মাতাল হত্তয়ার জন্য যথেষ্ণট",negative,0
"স্থানটি মজা করার মত নয় , তবে পানীয়গুলি অনন্য এবং মাতাল হত্তয়ার জন্য যথেষ্ণট",positive,1
অবশেষে আমি জন্য এই জায়গা দিয়ে গিয়েছিলাম এবং একটি রাতের মেয়েদের  ধন্যবাদ দিয়েছিলাম,neutral,2
বেশ কয়েক বছর ধরে  যতন করে রেখেছে এবং খাবারটি চমৎকার।,positive,1
বেশ কয়েক বছর ধরে  যতন করে রেখেছে এবং খাবারটি চমৎকার।,positive,1
"তাদের বেগুন গুল  এত সূক্ষ্ম, মিষ্টির মত নরম ",positive,1
আমি প্রার্থনা করি এটি যেন সবসময় খোলা থাকে।,positive,1
"কাইতে খাবারের প্রতিটি কামড় সত্যিই সুস্বাদু, তাজা এবং মার্জিত ছিল।",positive,1
সব খাবারই চমৎকার ছিল - অধিকাংশ মাপসই মূল্যের রেস্তোরাঁয় খাদ্যের গুণগত মান বিবেচনা করা হয় মধ্যম মানের এটি একটু বেশি মূল্যবান এবং ভাল ছিল।,positive,1
সব খাবারই চমৎকার ছিল - অধিকাংশ মাপসই মূল্যের রেস্তোরাঁয় খাদ্যের গুণগত মান বিবেচনা করা হয় মধ্যম মানের এটি একটু বেশি মূল্যবান এবং ভাল ছিল।,positive,1
"যদি আপনি কিছু টাকা সংরক্ষণ করতে চান, এখানে যাবেন না।",negative,0
আমার বন্ধু মশারুম পিজা নিয়েছিল  যার সাদ ভাল ছিল ,positive,1
"আমার সঙ্গে  বৃহদাকার সামুদ্রিক মাছ ছিল (মসলাযুক্ত এবং খুব মজর , আমি একজন  বড় ভোজক ছিলাম  এবং শুধুমাত্র অর্ধেক খেতে পারছি )  যখন আমার প্রেমিক অতুলনীয় মাছ এবং চিপস (আবার, একটি বড় পরিবেশন - অন্তত 5 টুকরা মাছ এবং একটি basketful ভাজা).পরিবেশন করত",negative,0
" পিঙ্ক পনি একটি চমৎকার জায়গা ,এটা লজ্জাজনক যে  সুবিধাজনক জায়গায়  অকথিত সেবা",positive,1
" পিঙ্ক পনি একটি চমৎকার জায়গা ,এটা লজ্জাজনক যে  সুবিধাজনক জায়গায়  অকথিত সেবা",neutral,2
এটি প্রথমবারের মতো দাবীটিকে সঠিক বলে মনে হয়নি,negative,0
তোমাকে কুলারীর কাছে যেতে হবে।,negative,0
" ফরচিনি মাশরুম পাস্তা স্পেশাল  ছিল, তাই  সীফুড মজাদার ছিল",positive,1
মসলাযুক্ত ভাণ্ডারী এবং লবণ মরিচ দিয়ে চিংড়ি খাওয়ার চেষ্টা করুন।,positive,1
খাদ্যের অংশটি খুব বড়।,positive,1
ফ্রাই ছিল মজাদার,positive,1
"বন্ধুত্বপূর্ণ এবং তথ্যপূর্ণ কর্মচারি, বারের সেবা খুব মনোযোগী এবং প্রম্পট কাঁচা ।",positive,1
এনওয়াইতে সেরা তাইওয়ানি খাবার!,negative,0
আমি এনওয়াইসির কাছাকাছি অনেক জায়গাতে পিজা খেয়েছি এবং এটা সবচেয়ে খারাপ ছিল,positive,1
এটা  ভাল খাদ্যের জন্য একটি ভাল জায়গা,positive,1
কিসের জন্য?,neutral,2
"তারা শুষ্ক এবং জঘণ্য ছিল, আমি এমনকি আমার প্রথম টুকরা শেষ করতে পারিনি।",negative,0
প্রথম তারিখের জন্য একটি অত্যন্ত  ভাল প্রস্তাব,positive,1
" অবশেষে আমরা হেসেছি  যখন সে আমাদের মিষটির প্রসতাব অর্পিত করেছিল এবং 10 শতাংশ ছার ছিল  , আমি মনেকরি এটা ভালই ছিল",negative,0
এবং  আপনি কি চান সব কিছুই উচচ দামের,negative,0
"কিন্তু সিচুয়ানের জন্য  অনেক  মানুষ মৃত্যুবরণ করেছে) - চংকিং হট পট, চংকিং হচ্ছে সিচুয়ানের বৃহত্তম শহর, এখন এটি একটি স্বাধীন প্রদেশ পরিণত হয়েছে।",positive,1
কর্মীরা আমার বন্ধুদের উপেক্ষা করে এবং আমি সেখানেই ছিলাম পুরো সময়।,negative,0
"তবুও এই ধরনের অশোভন সেবার সঙ্গে যুক্ত, সেখানে যে কোন ধরনের আগ্রহী কথোপকথন বহন  কািরর  জন্য  সুপারিশ করবে।",negative,0
" এক রবিবার বিকালে আমি আমার চার বন্ধুর সঙ্গে এরে গিয়েছিলাম, এবং সেখানে তিনটি উপভোগ্য ঘন্টা কাটিয়েছি।",positive,1
"শনিবার রাতে বাসার ভদ্রমহিলা ডিজে সঙ্গীতে অসংযতভাবে  মজা নিয়েছেন, এবং এর সাথেও, অনুরোধ গ্রহণ করেছেন।",positive,1
"আমার অন্তত তিনটি তালিকা পূর্ণ করতে হবে, এবং এটাই অন্তত 14 টাকা লাগবে",negative,0
যে কেউ  একটি থাই রেস্টুরেন্টে ভোজন করার জন্য একটি বিশাল হতাশা নিয়ে যায়,negative,0
"এটিরসব ছিল কেবল আশ্চর্যজনক, অনন্য এবং সুস্বাদু এবং এটি  কিনারা ভাঙ্গা না সব সেরা।",positive,1
"এটিরসব ছিল কেবল আশ্চর্যজনক, অনন্য এবং সুস্বাদু এবং এটি  কিনারা ভাঙ্গা না সব সেরা।",positive,1
"গ্রেট ওয়াইন তালিকা, যুক্তিসঙ্গত দাম। - সারা",positive,1
"গ্রেট ওয়াইন তালিকা, যুক্তিসঙ্গত দাম। - সারা",positive,1
হট ডগ মাঝখানে ঠান্ডা ছিল এবং পোঁদ  বদ্ধ ছিল,negative,0
"যদিও খাবারটি চমৎকার ছিল, এটি সস্তা ছিল না (যদিও তা অত্যন্ত ব্যয়বহুল নয়)।",positive,1
গরুর মাংসের  নুডল স্যুপ  বেশ ভালই ।,positive,1
আমি  এই জায়গার  খারাপ পর্যালোচনা পড়ে খুব দু: খিত হয়েছিলা,negative,0
ডেলিভারি সেবা খুব মহান।,positive,1
"স্বচ্ছত থালা ভরা খাবার   ঝলক দিচছল   , সত্যি সত্যি খাঁটি থাই রন্ধনপ্রণালীর সৌন্দর্য জড়িয়ে রয়েছে।",positive,1
আমি হাসি দিয়ে দ্রুতিসম্পন্ন সেবা পেয়েছি।,positive,1
জায়গাটি শান্ত এবং আনন্দদায়ক ছিল।,positive,1
খুব ভাল!,positive,1
আমি বাইরে চাইনিজ  নিয়ন্ত্রণকারী   পেয়েছি।,positive,1
তারা আশ্চর্যজনক!,positive,1
এই জায়গা এড়িয়ে চলুন!,negative,0
খাদ্যটির হাড়ের মধ্যে একটি হীরা - খাদ্যটি সুস্বাদু এবং বাড়িতে তৈরী এবং সবজি ও টমেটো সমৃদ্ধ।,positive,1
একবার অবশ্যই চেষ্টা করা উচিত!,positive,1
"সেখানের খাদ্য আমি যতটা  পছন্দ করি , আমি  নিজেকে ফিরে আনতে পাড়ব না।",negative,0
"সেখানের খাদ্য আমি যতটা  পছন্দ করি , আমি  নিজেকে ফিরে আনতে পাড়ব না।",positive,1
"এটি কাঁটাতারের মতো, আংশিকভাবে তৈরি পনির মত লাগছিল - এখনও রেখাচিত্রমালার মধ্যে ",negative,0
পশ্চিম গ্রামে এটির বেশ মূল্য এবং বিশেষ করে পরিবেশর জন্য মহান বলে বিবেচনা করা হয়,positive,1
পশ্চিম গ্রামে এটির বেশ মূল্য এবং বিশেষ করে পরিবেশর জন্য মহান বলে বিবেচনা করা হয়,positive,1
স্যুপও খুব সুন্দর,positive,1
 এক সপ্তাহের নোটিশে  খুব সহজে   NYC এর  একটি শীর্ষস্থানীয় স্থানে সংরক্ষণ করা যায় ,positive,1
আমি কখনও ভাল নম্র মূল শাক সবজি বা একটি মাশরুম সহ  মাংসের সুরুয়া  উপভোগ করিনি - এবং এই রাঁধুনি চর্বি ছাড়া সিদ্ধ করেছেন,positive,1
" আপনি রথ এর চেষ্টা মাইক দ্বারা পরিবেশিত করেন, তিনি মহান !!",positive,1
"এক মাস আগে একটি দর্শনের উপর ভিত্তি করে, আমি ক্রিসমাসেষ আগের সপ্তাহে ফিরি এবং অতিশয় হতাশ ছিলাম।",negative,0
এক জন বন্ধুর  সুপারিশ এখানে গিয়েছিলাম।,neutral,2
"খাদ্য নয়, পরিবেশে নয়, সেবা নয়, পূর্ববর্তী পর্যালোচনাগুলির সাথে আমি একমত যে অপেক্ষা করতে  করতে , অপেক্ষামান  কর্মীরা খুব অবাধ্য এবং আপনি যখন পারবেন  তখন তারা আপনাকে সঠিকভাবে খুঁজে পেতে চায়।",negative,0
"আমি এএস-এ- ব্যাগেলকে ভালোবাসি, কিন্তু আমি পশ্চিম দিকে থাকি, তাই আমি প্রায়ই সুবিধার জন্য মারের কাছে যাই।",positive,1
রাতের খাবার পাই এবং গরুর মাংস গুল সবসময় তাজা।,positive,1
ঠান্ডা পিজা বিতরণ করা হয় এবং এমনকি পনির  সম্পূর্ণরূপে গলিত ছিল না!,negative,0
 রোববার রাতে এখানে প্রথমবারের মতো আমাদের খাবারে কতটা ভাল ছিল তা নিয়ে  আমরা বিস্মিত হয়েছিলাম।,positive,1
"না টারাং, সান্ত্বনা এবং সাজসজ্জার সম্পূর্ণ অভাব হচ্ছে   এর  জন্য খুব রাগ  হচ্ছে, কর্মীরা  অতি ধীরে ধীরে  এবং ভয়ানক দ্রুত খাবার দিচছে , আমার  কখনও হয়েছে এক সেরা ভিয়েতনামী রেস্টুরেন্টে । ফো সুস্বাদু এবং খুব তাজা শাক সবজি সঙ্গে নিয়ে আসে।",positive,1
"না টারাং, সান্ত্বনা এবং সাজসজ্জার সম্পূর্ণ অভাব হচ্ছে   এর  জন্য খুব রাগ  হচ্ছে, কর্মীরা  অতি ধীরে ধীরে  এবং ভয়ানক দ্রুত খাবার দিচছে , আমার  কখনও হয়েছে এক সেরা ভিয়েতনামী রেস্টুরেন্টে । ফো সুস্বাদু এবং খুব তাজা শাক সবজি সঙ্গে নিয়ে আসে।",negative,0
"না টারাং, সান্ত্বনা এবং সাজসজ্জার সম্পূর্ণ অভাব হচ্ছে   এর  জন্য খুব রাগ  হচ্ছে, কর্মীরা  অতি ধীরে ধীরে  এবং ভয়ানক দ্রুত খাবার দিচছে , আমার  কখনও হয়েছে এক সেরা ভিয়েতনামী রেস্টুরেন্টে । ফো সুস্বাদু এবং খুব তাজা শাক সবজি সঙ্গে নিয়ে আসে।",negative,0
"অন্যদিকে, আপনি যদি  সহজেই  বোকা না হতে চান, আপনি শত শত রেস্তোরাঁ পাবেন যা আপনাকে অ্যালেন ডুকাসের সমতুল্য সেবা এবং আবহ প্রদান করবে এবং গুণগত  মানের পছন্দের  সুস্বাদু, খাদ্য, সঠিক পরিমাণে খাওয়ানো হবে।",negative,0
আমরা অবশ্যই ফিরে যাব।,positive,1
আমি পাশাপাশি  বাস করি এবং আমার বন্ধুরা এখানে কেবল বার দৃশ্যের জন্য আমারসাথে দেখা করবেনা  তারা বিকাল তিন টায়   পিজা প্লেয়ার এ যাওয়ার প্রতিশ্রুতি  আমাকে দিয়েছে।,positive,1
দিন পারকরারজন্য এটাই সঠিক  উপায়  ছিল।,neutral,2
"যদিও আমি মানুষকে এই জায়গাগুলির দাম জানিয়ে  দেই  তবে বাইরের তালিকা বন্ধ হবে - দুর্ভাগ্যবশত - দুঃখিত,  - NYC- এর  পিজা সেরা নয়।",negative,0
"যদিও আমি মানুষকে এই জায়গাগুলির দাম জানিয়ে  দেই  তবে বাইরের তালিকা বন্ধ হবে - দুর্ভাগ্যবশত - দুঃখিত,  - NYC- এর  পিজা সেরা নয়।",positive,1
 আশ্চর্যজনক খাবার!!!!,positive,1
"গত দুই বছর বাড়ীতে না থাকার কারণে এই সমালোচককে একটু সরে যেতে হতে পারে, তবে একই রকম স্থানগুলোতে ডুব তেলে ভাজা খাবার গুল  সুস্বাদু এবং মসলাযুক্ত থাকে ।",positive,1
"অংশগুলি এখন খুব ছোট,চাট্নিগুলির অতিশয় উচ্চাকাঙ্ক্ষী জনপ্রিয়তার কারণে রেস্টুরেন্ট এখনও ভাল, - সাধারণত অখাদ্যের, পরিষেবাটি , , ক্ষতিকারক মনে হয়।",negative,0
"অংশগুলি এখন খুব ছোট,চাট্নিগুলির অতিশয় উচ্চাকাঙ্ক্ষী জনপ্রিয়তার কারণে রেস্টুরেন্ট এখনও ভাল, - সাধারণত অখাদ্যের, পরিষেবাটি , , ক্ষতিকারক মনে হয়।",positive,1
"দামের জন্য, আপনি ম্যানহাটনে  এই ভাল খাবার খেতে পারবেন  না।",positive,1
"দামের জন্য, আপনি ম্যানহাটনে  এই ভাল খাবার খেতে পারবেন  না।",positive,1
"মালিক খুব বন্ধুত্বপূর্ণ এবং একজন ভাল লোক, তার পিজা চেষ্টা করুন, আপনি এটা পছন্দ করবেন!",positive,1
"মালিক খুব বন্ধুত্বপূর্ণ এবং একজন ভাল লোক, তার পিজা চেষ্টা করুন, আপনি এটা পছন্দ করবেন!",positive,1
 আবহাওয়া খুব ভাল !!!,positive,1
"এটি একটি গ্রুপের সঙ্গে  মজার অভিজ্ঞতা হতে পারে, এবং বাচ্চারা (6 এবং তার বেশি) এটা পছন্দ করবে।",positive,1
"UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।",negative,0
"UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।",negative,0
"UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।",negative,0
আমি সুশির একটি রেস্তোরাঁর সাথে  সমুদ্র সৈকতের বিবেচনা করি যা ছিল সুশীল উপর স্বর্গীয় গোলাপ।,positive,1
"এই সময়ে পরিষেবাটি একটু খেপা, কিন্তু যখন খাবার আসে তখন সকলকে ক্ষমা করা হয়।",positive,1
"এই সময়ে পরিষেবাটি একটু খেপা, কিন্তু যখন খাবার আসে তখন সকলকে ক্ষমা করা হয়।",negative,0
এবংপাসটিস এর মূল্যায়ণ  যাদেরর পরিভাষায়  কেবল বিস্ময়কর।,positive,1
"আবহাওয়া ভাল না, কিন্তু আমি মনে করি যে তারা কিভাবে মূল্য নিচে নামাবে ।",neutral,2
"আবহাওয়া ভাল না, কিন্তু আমি মনে করি যে তারা কিভাবে মূল্য নিচে নামাবে ।",positive,1
আচারের সংযোজন খুব ভাল ছিল ।,positive,1
"যদি আপনার প্রিয় খাবার  চীনা জেনারেল টাও মুরগির হয়, তাহলে এটি আপনার স্থান নয়।",negative,0
আপনাকে অবশ্যই  চিংড়ির ক্ষুধাবর্ধক বস্তু চেষ্টা করা উচিত,positive,1
" শুধুমাত্র রান্নাই যে  সেরা তা নয় , সেবা সবসময় মনোযোগী এবং ভাল  হয়েছে।",positive,1
" শুধুমাত্র রান্নাই যে  সেরা তা নয় , সেবা সবসময় মনোযোগী এবং ভাল  হয়েছে।",positive,1
" যদিওস্যুট পরিহিত ,তার পরও   আপনি  আরামদায়ক  আরামদায়ক মনে করবেন না।",negative,0
"উত্পাদন যদিও সামঁজস্য পূন, অনেক মজার অভিজ্ঞতা হয়েছে  । অধিকাংশ অংশের জন্য খাদ্য মহিমান্বিত।",positive,1
"উত্পাদন যদিও সামঁজস্য পূন, অনেক মজার অভিজ্ঞতা হয়েছে  । অধিকাংশ অংশের জন্য খাদ্য মহিমান্বিত।",positive,1
"ওয়েটার সম্পূর্ণভাবে পানীয় দিতে   ভুলে যায়, খাবারের পরিন এত কম হয়, দুইজন লোক এক ঘরের মধ্যে কষ্ট করেভাগাভাগি করতে",negative,0
"ওয়েটার সম্পূর্ণভাবে পানীয় দিতে   ভুলে যায়, খাবারের পরিন এত কম হয়, দুইজন লোক এক ঘরের মধ্যে কষ্ট করেভাগাভাগি করতে",negative,0
"বছরের ঘুরে আমার স্ত্রী এবং আমি  NYC যাচ্ছি  এবং রকসির খাদ্য  গুলি  মিস করতে চাইনা না,  ব্যয়বহুল কিন্তু এটা নতুন ইয়ার্ক!",neutral,2
"এটা ইতালীয় গ্রামাঞ্চলে পরিবহন করার হয় মত, খুব রোমান্টিক এবং প্রাচীনতার  সঙ্গে ভরপুর।",positive,1
"ঠাণ্ডা রুচিকর খাবারের স্বাদ , আমি যখন তাইওয়ানে বড় হয়েছি  আমি তাদের স্মরণে করছি।",positive,1
শুধু  যাবেনন  এবং নিজে দেখবেন।,neutral,2
"রেস্টুরেন্ট প্রথমএ বনধ  করা হয়েছিল, তাই আমরা আগে  বারে  বসে বসে ২0 মিনিট অপেক্ষা করলাম।",neutral,2
"আকর্ষণীয় নির্বাচন, ভাল মদ্য, সেবা ভাল , মজার সজ্জা।",positive,1
"আকর্ষণীয় নির্বাচন, ভাল মদ্য, সেবা ভাল , মজার সজ্জা।",positive,1
"আকর্ষণীয় নির্বাচন, ভাল মদ্য, সেবা ভাল , মজার সজ্জা।",positive,1
আমি এটা ঘৃণা করি.,negative,0
আপনার যদি কোন  আপত্তি থাকে আপনি সর্বোচ্চ 5 মিনিট অপেক্ষা করবেন - তাই বারে  ড্রিংকস করতে পারেন ।,positive,1
"এটি পারমেশিয়ান পোর্শি হাল্কা এবং ফেনিল ভিনেগারে মাতাল ,সঙ্গে চকচকে মেষশাবক  , আপনি অবশ্যই একগ্রাস  সঙ্গে নিয়ে উত্তর ইতালি পরিবহন করতে পারবেন।",positive,1
" স্যালি! ঐ জায়গাটি সন্ত্রাস্ত ছিল,",positive,1
এই স্থানের খাদ্য গুলি 'পানভোজনবিলাসী ব্যক্তির' ভারতীয় রান্না।,neutral,2
অবশেষে একটি নির্ভরযোগ্য চীনা রেরেস্তোরাঁ!,positive,1
এটা অতিক্রম করো।,neutral,2
কিন্তু আমার স্ত্রী এবং আমার যে জিনিস  বেশি খারাপ লেগেছিল এটি ভীষন জোরে ছিল এবং এটা 'গরাদ বা 'মদের দোকান এর'মতই ,negative,0
"যাইহোক, এটা ঠিক যে রাস্তার  নিচে আরো একটি আশ্চর্যজনক জায়গা আছে।",positive,1
প্রচুর জায়গা আছে  ভাল গোলাকার বীফ স্যান্ডউইচ খাওয়ার জন্য কাট্স এর এটির প্রতি আকর্ষণ  আছে,positive,1
"যাইহোক, আমাদের পরবর্তী টেবিলের দিকে তাকিয়ে, আমাদের উভয়ের  ইচ্ছা আমরা পিজার আজ্ঞাপন করব ,যা  যথাযথ ছিল ।",positive,1
মূল্য উচ্চ মধ্যবির্তের নাগালে ছিল ।,negative,0
আমি একটি রাতের জন্য সুপারিশ করার  আদেশ  দিব।,positive,1
"আপনি যদি নিউ ইয়র্কে শহরে বাস করেন, তবে আপনি অর্ধেক দামে টাইম square এর বাইরে ছোট রেস্টুরেন্টগুলিতে ভাল খাবার পাবেন ।",negative,0
"আপনি যদি নিউ ইয়র্কে শহরে বাস করেন, তবে আপনি অর্ধেক দামে টাইম square এর বাইরে ছোট রেস্টুরেন্টগুলিতে ভাল খাবার পাবেন ।",negative,0
সমস্ত গমের উপর জলপাই ক্রিম পনির বা লক্স ক্রিম পনির সবকিছু  একসঙ্গে ছড়িয়ে খাওয়ার চেষ্টা করুন।,positive,1
"এটি নবু না হলেও, নিশ্চিত এটি একটি বড় চুক্তি  এবং আপনি এর জন্য স্পষ্টভাবে সন্তুষ্টি এবং পূর্ণতা অনুভূতি অনুভব করবেন।",positive,1
"এটি নবু না হলেও, নিশ্চিত এটি একটি বড় চুক্তি  এবং আপনি এর জন্য স্পষ্টভাবে সন্তুষ্টি এবং পূর্ণতা অনুভূতি অনুভব করবেন।",positive,1
তাই আমার স্বামী একটি অজুহাত তৈরি করে আমাকে ছেড়ে যেতে পারেন,negative,0
এটা খুব মজাদার কিন্তু ক্ষতিসাধক নয়।,neutral,2
"তারা হতাশ না, দ্বিতীয়বার আমি দরজা দিয়ে ঢোকার পর থেকেই অত্যন্ত আনন্দদায়ক এবং মনোরোম সেবা পেয়েছি এবং প্রতি  টেবিলের জন্য   এক জন সেবক   নিযুকত  ছিল।",positive,1
"আমি জানি না তারা কারা, কিন্তু তারা আশেপাশের বাসিন্দাদের প্রতি কোন সম্মান রাখে না যেহেতু তারা তাদের সরাইখানার  দরজা খুলেছে এবং গ্রীষ্মকালে প্রতি সপ্তাহে সকালে বিস্ফোরণের মত জোরে গান করে।",negative,0
"আমি জানি না তারা কারা, কিন্তু তারা আশেপাশের বাসিন্দাদের প্রতি কোন সম্মান রাখে না যেহেতু তারা তাদের সরাইখানার  দরজা খুলেছে এবং গ্রীষ্মকালে প্রতি সপ্তাহে সকালে বিস্ফোরণের মত জোরে গান করে।",negative,0
ভাতের সাথে মাছের বরাদ্দ অংশ  ভাল ছিল - তারা চালকে অতিরিক্ত সিদধ  করার চেষ্টা করেনি।,positive,1
তারা উপরে চিপযুক্ত পনির ব্যবহার করেন!,neutral,2
তারা  চায়না শহরের মাজখনে  বাস করে!,neutral,2
খাবার খুব ভাল এবং তাদের যুক্তিসঙ্গত দামে ভাল মানের মদ আছে।,positive,1
খাবার খুব ভাল এবং তাদের যুক্তিসঙ্গত দামে ভাল মানের মদ আছে।,positive,1
অটিমোর খাওয়া সালভাটোরে এসপসিটো এর হোটেল  রাঁধুনির বাড়িতে খাওয়ার মত।,positive,1
 কাটজ এর তৈরী খাবার  একটি বিশাল এনওয়াই অভিজ্ঞতা।,positive,1
এটা দেখতে পার.,positive,1
" অপেক্ষমান কর্মী ছিল শুধুমাত্র ইতিবাচক, যা প্রম্পট , বুদ্ধিমান  এবং পচ্ছন্দসই ছিল ।",positive,1
আমি তাদের  কোন উচ্চমানের ঈশ্বরমোহর পিজার জন্য পরামর্শ দিব না।,positive,1
