text,Tag,sentiment,temp_list
এখন আবার কিছু বলদ তুষার ইমরান কে নিতে বলছে,negative,0,"['বলদ', 'তুষার', 'ইমরান', 'বলছে']"
নাছির এনামুল থেকে এখন ও শিখে নাই তারা.বিসিবিকে বলছি খুব শীঘ্রই ভাল কোচ আনুন নাহলে আমাদের একমাএ গৌরবের জায়গাটি হারিয়ে ফেলবো.,negative,0,"['নাছির', 'এনামুল', 'শিখে', 'তারাবিসিবিকে', 'বলছি', 'শীঘ্রই', 'ভাল', 'কোচ', 'আনুন', 'নাহলে', 'একমাএ', 'গৌরবের', 'জায়গাটি', 'হারিয়ে', 'ফেলবো']"
মরা সৌম্য সাব্বির কাউকে হারাইতে চাই না।,negative,0,"['মরা', 'সৌম্য', 'সাব্বির', 'হারাইতে', 'চাই', 'না']"
 টেস্টের ফলাফল যাই হোক পিচের দোষ দেয়া অজুহাত ছাড়া কিছুই না,negative,0,"['টেস্টের', 'ফলাফল', 'যাই', 'পিচের', 'দোষ', 'দেয়া', 'অজুহাত', 'ছাড়া']"
শ্রীলঙ্কার ব্যাটসম্যানরাও একই পিচে খেলছে। ,negative,0,"['শ্রীলঙ্কার', 'ব্যাটসম্যানরাও', 'পিচে', 'খেলছে']"
দ্বিতীয় ইনিংসে বাংলাদেশের খেলোয়ারদের ডায়াপার পরে ব্যাটিংয়ে নামা উচিত হ,negative,0,"['দ্বিতীয়', 'ইনিংসে', 'বাংলাদেশের', 'খেলোয়ারদের', 'ডায়াপার', 'ব্যাটিংয়ে', 'নামা', 'হ']"
"হায়রে মন, তবুও একটা মিরাকলের আশায় আছি।",negative,0,"['হায়রে', 'মন', 'তবুও', 'একটা', 'মিরাকলের', 'আশায়', 'আছি']"
 ঘরোয়া ক্রিকেট ভেন্যুগুলোতে স্পোর্টিং উইকেট স্থাপনের উদ্যেগ কবে নেবে বিসিবি,negative,0,"['ঘরোয়া', 'ক্রিকেট', 'ভেন্যুগুলোতে', 'স্পোর্টিং', 'উইকেট', 'স্থাপনের', 'উদ্যেগ', 'নেবে', 'বিসিবি']"
বাংলাদেশ খালি পরাজয়ের ব্যবধান কমাতে পারবে আর কিছু না,negative,0,"['বাংলাদেশ', 'খালি', 'পরাজয়ের', 'ব্যবধান', 'কমাতে', 'পারবে']"
সাকিব বিহীন দলটা সত্যিই অনেক অগোচালো,negative,0,"['সাকিব', 'বিহীন', 'দলটা', 'সত্যিই', 'অগোচালো']"
"বাংলাদেশের হেড কোচ হিসেবে চাই গেরী কার্স্টেন,",positive,1,"['বাংলাদেশের', 'হেড', 'কোচ', 'হিসেবে', 'চাই', 'গেরী', 'কার্স্টেন']"
ডান হাতি ব্যাটসম্যানের জন্য রিকি পন্টিং,positive,1,"['ডান', 'হাতি', 'ব্যাটসম্যানের', 'রিকি', 'পন্টিং']"
"বাহাতি ব্যাটসম্যানের জন্য ব্রায়ান লারা, ",negative,0,"['বাহাতি', 'ব্যাটসম্যানের', 'ব্রায়ান', 'লারা']"
"ডান হাতি বোলারের জন্য ম্যালকম মার্শাল, বাঁহাতি বোলারের জন্য ওয়াসিম আক্রম",positive,1,"['ডান', 'হাতি', 'বোলারের', 'ম্যালকম', 'মার্শাল', 'বাঁহাতি', 'বোলারের', 'ওয়াসিম', 'আক্রম']"
"লেগ স্পিনারের জন্য শেন ওয়ার্ন, অফ স্পিনারের জন্য মুরলিধরণ আর ফিল্ডিং কোচ হিসেবে জন্টি রোডসকে চাই।",positive,1,"['লেগ', 'স্পিনারের', 'শেন', 'ওয়ার্ন', 'অফ', 'স্পিনারের', 'মুরলিধরণ', 'ফিল্ডিং', 'কোচ', 'হিসেবে', 'জন্টি', 'রোডসকে', 'চাই']"
পানি টানার জন্য,negative,0,"['পানি', 'টানার']"
বাংলাদেশ নিজের ঘরেই গর্জণ দেয় বেশি।,negative,0,"['বাংলাদেশ', 'ঘরেই', 'গর্জণ', 'দেয়', 'বেশি']"
"তারপরো যখন টিম বাংলাদেশ নিজেদের ঘরের মাঠেই হাগুমুতো করেদেয়,তখন এক বালতি আফসোস ছাড়া আর কিছুই করার বাকি থাকে ",negative,0,"['তারপরো', 'টিম', 'বাংলাদেশ', 'ঘরের', 'মাঠেই', 'হাগুমুতো', 'করেদেয়তখন', 'এক', 'বালতি', 'আফসোস', 'ছাড়া', 'বাকি']"
"৫ দিনের খেলা ৩ দিনে শেষ করতে পারবে,,এই ভেবে তারা খুসি,, মানে ২ দিন বেশি ছুটি পাবে",negative,0,"['৫', 'দিনের', 'খেলা', '৩', 'দিনে', 'শেষ', 'পারবেএই', 'ভেবে', 'খুসি', 'মানে', '২', 'ছুটি', 'পাবে']"
একটা দু'টা ম্যাচ জিতলেই মানুষের ফাকাফাকির জন্য থকাতে পারিনা।,negative,0,"['একটা', 'দুটা', 'ম্যাচ', 'জিতলেই', 'মানুষের', 'ফাকাফাকির', 'থকাতে', 'পারিনা']"
আমাদের মাঠে এসে শ্রীলংকা ট্রাই নেশন সিরিজ ও নিয়ে ফেলছে এখন টেস্ট সিরিজ টাও নিবে মনে হয়,neutral,2,"['মাঠে', 'শ্রীলংকা', 'ট্রাই', 'নেশন', 'সিরিজ', 'ফেলছে', 'টেস্ট', 'সিরিজ', 'টাও', 'নিবে']"
আমরা একটা বেশি পারি অন্যের সমালোচনা করা আর ভারত কে গালি দেওয়া জিতলেও বিভিন্ন ওযুহাত আর হারলে তো কথায় নাই।,negative,0,"['একটা', 'অন্যের', 'সমালোচনা', 'ভারত', 'গালি', 'জিতলেও', 'ওযুহাত', 'হারলে', 'কথায়', 'নাই']"
এই জন্য আমাদের টিমের এই অবস্থা। ,negative,0,"['টিমের', 'অবস্থা']"
"এখন মনে হয়,,, আমাদের ক্রিকেটার রা,,, বিরোধী দলীয় নেত্রীর জন্য শোক পালনে ব্যস্ত",negative,0,"['হয়', 'ক্রিকেটার', 'রা', 'বিরোধী', 'দলীয়', 'নেত্রীর', 'শোক', 'পালনে', 'ব্যস্ত']"
"কারন এদের কোম শরম নেই, ভেমরুল, কুমারি দাস, সাব্বির গরু এরা লংকান দের চুল ছিড়বে।",negative,0,"['কারন', 'কোম', 'শরম', 'নেই', 'ভেমরুল', 'কুমারি', 'দাস', 'সাব্বির', 'গরু', 'লংকান', 'দের', 'চুল', 'ছিড়বে']"
" সম্ভব হতো,যদি সাকিব থাকত|সাকিব থাকলে ১ম ইনিংসে শ্রীলংকার ২০০ হতো না আর টাইগারদের ব্যাটিং ডামাডোল হতো না",negative,0,"['সম্ভব', 'হতোযদি', 'সাকিব', 'থাকত|সাকিব', 'থাকলে', '১ম', 'ইনিংসে', 'শ্রীলংকার', '২০০', 'হতো', 'টাইগারদের', 'ব্যাটিং', 'ডামাডোল', 'হতো']"
 যদি মাথা ঠান্ডা রেখে ব‍্যাটিং করে তাহলে কিছুটা সম্ভাবনা আছে।,neutral,2,"['মাথা', 'ঠান্ডা', 'ব\u200d্যাটিং', 'কিছুটা', 'সম্ভাবনা', 'আছে']"
কি ফালতু বলছেন? কৃকেট একজনের খেলা না। পুরো টিমটাকে পারফ্ম করতে হবে।,negative,0,"['ফালতু', 'বলছেন', 'কৃকেট', 'একজনের', 'খেলা', 'না', 'পুরো', 'টিমটাকে', 'পারফ্ম', 'হবে']"
" ভাই ""ঠাণ্ডা মাথা"" আর ""বাংলাদেশ ক্রিকেট টিম"" এই শব্দগুলা এক বাক্যে বসে না। লুল|",negative,0,"['ভাই', 'ঠাণ্ডা', 'মাথা', 'বাংলাদেশ', 'ক্রিকেট', 'টিম', 'শব্দগুলা', 'এক', 'বাক্যে', 'না', 'লুল|']"
"বকবক বন্ধ করা দরকার, এই পিচে এই রান অতিক্রম করা আর প্রশান্ত মহাসাগরের ভেলায় পাড়ি দেওয়া এক",negative,0,"['বকবক', 'বন্ধ', 'দরকার', 'পিচে', 'রান', 'অতিক্রম', 'প্রশান্ত', 'মহাসাগরের', 'ভেলায়', 'পাড়ি', 'এক']"
এই ম্যাচ বাংলাদেশ জিতবে -যারা এমনটা আশা করেন তারা কল্পলোকের বাসিন্দা। এই ম্যাচে কল্পলোক যদি বাস্তব হয়ে যায় তাহলে হোক না!,negative,0,"['ম্যাচ', 'বাংলাদেশ', 'জিতবে', '-যারা', 'এমনটা', 'আশা', 'কল্পলোকের', 'বাসিন্দা', 'ম্যাচে', 'কল্পলোক', 'বাস্তব', 'হয়ে', 'যায়', 'না']"
 আমরা যখন 110 রানে অলআউট হয়ে গেছি তখনই হেরে গিয়েছি এখন শুধু শুধু লম্ফঝম্প করে লাভ নাই,negative,0,"['110', 'রানে', 'অলআউট', 'গেছি', 'তখনই', 'হেরে', 'গিয়েছি', 'লম্ফঝম্প', 'লাভ']"
বরং পরাজয়ের ব্যবধান টা যাতে কম হয় সেদিকে লক্ষ্য রাখা উচিত!,negative,0,"['পরাজয়ের', 'ব্যবধান', 'টা', 'কম', 'সেদিকে', 'লক্ষ্য', 'উচিত']"
 যত গর্জে তত বর্ষে না,negative,0,"['গর্জে', 'বর্ষে']"
" ৪র্থ ইনিংসে ৩০০রান করে জেতার আশা, ক্রিকেট জ্ঞান এর অভাব আছে বোধকরি।",negative,0,"['৪র্থ', 'ইনিংসে', '৩০০রান', 'জেতার', 'আশা', 'ক্রিকেট', 'জ্ঞান', 'অভাব', 'বোধকরি']"
বলদ গুলা বলিং ভাল করলে বেটিং খারাপ করে বেটিং ভাল করলে বলিং খারাপ করে তানা হলে নিজেদের মাঠে এভাবে পেন্ট খুলে ছাড়ে।,negative,0,"['বলদ', 'গুলা', 'বলিং', 'ভাল', 'বেটিং', 'খারাপ', 'বেটিং', 'ভাল', 'বলিং', 'খারাপ', 'তানা', 'মাঠে', 'এভাবে', 'পেন্ট', 'খুলে', 'ছাড়ে']"
বাহিরে গেলে মানিয়ে নিতে একটু সমস্যা হচ্ছে আবে যে পারে সবজায়গাতে পারে।,negative,0,"['বাহিরে', 'মানিয়ে', 'একটু', 'সমস্যা', 'আবে', 'সবজায়গাতে', 'পারে']"
দর্শক পেটানো আর বল পেটানো অনেক পর্থক্য বুঝলি আবাল ছাব্বি,negative,0,"['দর্শক', 'পেটানো', 'বল', 'পেটানো', 'পর্থক্য', 'বুঝলি', 'আবাল', 'ছাব্বি']"
কোন ছাগলে মীরপুরের উইকেট বানাইছিল...? ,negative,0,"['ছাগলে', 'মীরপুরের', 'উইকেট', 'বানাইছিল']"
গত কিছু ম্যাচ হারার পিছনে এমন বেতাল উইকেট ই দায়ী,negative,0,"['গত', 'ম্যাচ', 'হারার', 'পিছনে', 'বেতাল', 'উইকেট', 'দায়ী']"
বাস্তবতা মিরাজ ও জানে কিন্তু এই জন্য কি কাপুরুষের মত বলবে যে এটা সম্ভব না?,negative,0,"['বাস্তবতা', 'মিরাজ', 'জানে', 'কাপুরুষের', 'মত', 'বলবে', 'সম্ভব', 'না']"
আমরা অযথা মিরাজের কথাটাকে ট্রল করতেছি।,negative,0,"['অযথা', 'মিরাজের', 'কথাটাকে', 'ট্রল', 'করতেছি']"
"মিরাজ বলিং হয়েও প্রথম ইনিংস এ যে বাটিং টা করছে, এই বাটিং টা আমাদের ব্যাটসমেনরা করতে পারলে আজকে আমাদের এই অবস্থায় থাকা লাগতো না।",negative,0,"['মিরাজ', 'বলিং', 'হয়েও', 'ইনিংস', 'বাটিং', 'টা', 'করছে', 'বাটিং', 'টা', 'ব্যাটসমেনরা', 'পারলে', 'আজকে', 'অবস্থায়', 'লাগতো', 'না']"
"মিরাজ বলিং হয়েও প্রথম ইনিংস এ যে বাটিং টা করছে, এই বাটিং টা আমাদের ব্যাটসমেনরা করতে পারলে আজকে আমাদের এই অবস্থায় থাকা লাগতো না।",negative,0,"['মিরাজ', 'বলিং', 'হয়েও', 'ইনিংস', 'বাটিং', 'টা', 'করছে', 'বাটিং', 'টা', 'ব্যাটসমেনরা', 'পারলে', 'আজকে', 'অবস্থায়', 'লাগতো', 'না']"
 তরারে জুতা মারা দরকার টেষ্ট এ ১১০ রানে অলআউট হয়ে যায় তাও আবার নিজের দেশের মাটিতে।,negative,0,"['তরারে', 'জুতা', 'মারা', 'দরকার', 'টেষ্ট', '১১০', 'রানে', 'অলআউট', 'হয়ে', 'যায়', 'দেশের', 'মাটিতে']"
আপনারা চাপাবাজির জন্য খেলতে পারেন না। ,negative,0,"['আপনারা', 'চাপাবাজির', 'খেলতে', 'না']"
"চাপাবাজি বাদ দিয়া খেলায় মনোযোগ দেন, নিজেদের সম্মান বাচান, দেশের সম্মান বাচান।  ",negative,0,"['চাপাবাজি', 'বাদ', 'দিয়া', 'খেলায়', 'মনোযোগ', 'দেন', 'সম্মান', 'বাচান', 'দেশের', 'সম্মান', 'বাচান']"
"মনে রাখবেন যে পোশাক পরে খেলতে নামেন সেখানে দেশের নাম লেখা থাকে, তার অমর্যাদা আপনারা করতে পারেননা।",negative,0,"['রাখবেন', 'পোশাক', 'খেলতে', 'নামেন', 'দেশের', 'নাম', 'লেখা', 'থাকে', 'অমর্যাদা', 'আপনারা', 'পারেননা']"
চাপাবাজি বাদ দিয়া খেলায় মনোযোগ দিন।,negative,0,"['চাপাবাজি', 'বাদ', 'দিয়া', 'খেলায়', 'মনোযোগ', 'দিন']"
" প্রথমত,রানটা ৩০০ না।এটা ৩৫০ বা তার কাছাকাছি যাবে।",neutral,2,"['প্রথমতরানটা', '৩০০', 'নাএটা', '৩৫০', 'কাছাকাছি', 'যাবে']"
"ওদের টেলএন্ডার রা ব্যাটিং পারে।দ্বিতীয়ত,অসম্ভব না।",positive,1,"['টেলএন্ডার', 'রা', 'ব্যাটিং', 'পারেদ্বিতীয়তঅসম্ভব', 'না']"
"ওদের টেলএন্ডার রা ব্যাটিং পারে।দ্বিতীয়ত,অসম্ভব না।",positive,1,"['টেলএন্ডার', 'রা', 'ব্যাটিং', 'পারেদ্বিতীয়তঅসম্ভব', 'না']"
"এই স্প্রিট থাকা ভালো। কিন্তু তোমরা তো ক্রিজে নেমে সব ভুলে যাও, সমস্যাতো এইটাই",negative,0,"['স্প্রিট', 'ভালো', 'তোমরা', 'ক্রিজে', 'নেমে', 'ভুলে', 'যাও', 'সমস্যাতো', 'এইটাই']"
আজকের রাতের জন্য সাব্বিরকে একজন সুন্দরী মডেলের সাথে সময় কাটানো সু ব্যবস্থা করা হোক। ,negative,0,"['আজকের', 'রাতের', 'সাব্বিরকে', 'একজন', 'সুন্দরী', 'মডেলের', 'সাথে', 'সময়', 'কাটানো', 'সু', 'ব্যবস্থা', 'হোক']"
দেখবেন কাল কি সুন্দর ব্যাটিং করবে!!! মিয়াও....,negative,0,"['দেখবেন', 'কাল', 'সুন্দর', 'ব্যাটিং', 'করবে', 'মিয়াও']"
সাব্ব‌িরক‌ে না ন‌িয়ে সাইফউদ্দীনক‌ে ন‌িলে ভাল হত। প‌েস ব‌োলিং এ কাজ‌ে লাগান য‌েত। ,negative,0,"['সাব্ব\u200cিরক\u200cে', 'ন\u200cিয়ে', 'সাইফউদ্দীনক\u200cে', 'ন\u200cিলে', 'ভাল', 'হত', 'প\u200cেস', 'ব\u200cোলিং', 'কাজ\u200cে', 'লাগান', 'য\u200cেত']"
সাব্ব‌িরক‌ে না ন‌িয়ে সাইফউদ্দীনক‌ে ন‌িলে ভাল হত। প‌েস ব‌োলিং এ কাজ‌ে লাগান য‌েত। ,negative,0,"['সাব্ব\u200cিরক\u200cে', 'ন\u200cিয়ে', 'সাইফউদ্দীনক\u200cে', 'ন\u200cিলে', 'ভাল', 'হত', 'প\u200cেস', 'ব\u200cোলিং', 'কাজ\u200cে', 'লাগান', 'য\u200cেত']"
"মিরাজ বয়সে ইম্ম্যাচিউর,খেলায় ইম্ম্যাচিউর,কথাবার্তাও ইম্মতাচিউর।অল্প বয়সে জাতীয় দলে আসলে যা হয় আর কি",negative,0,"['মিরাজ', 'বয়সে', 'ইম্ম্যাচিউরখেলায়', 'ইম্ম্যাচিউরকথাবার্তাও', 'ইম্মতাচিউরঅল্প', 'বয়সে', 'জাতীয়', 'দলে', 'আসলে']"
আমরা প্রতিভাগুলাকে নষ্ট করি।,negative,0,"['প্রতিভাগুলাকে', 'নষ্ট', 'করি']"
.লাঞ্চের পর খেলার শুরু হয়েছে মৃত্যুর মিছিল দেখার জন্য আমিও প্রস্তুত..,negative,0,"['লাঞ্চের', 'খেলার', 'মৃত্যুর', 'মিছিল', 'দেখার', 'আমিও', 'প্রস্তুত']"
যদি অতিপ্রাকৃত কিছু ঘটে তবে চারদিনেও যেতে পারে... কিন্তু আমাদের পরাজয় কেউ ঠেকিয়ে রাখতে পারবা না!.,negative,0,"['অতিপ্রাকৃত', 'ঘটে', 'চারদিনেও', 'পারে', 'পরাজয়', 'ঠেকিয়ে', 'রাখতে', 'পারবা', 'না']"
" বাংলাদেশ, ৭৫ নম্বর জার্সিটাকে সম্নান করো।",neutral,2,"['বাংলাদেশ', '৭৫', 'নম্বর', 'জার্সিটাকে', 'সম্নান', 'করো']"
"দশ বছরে অনেক কিছু বদলেছে,বদালয়নি তার পারফরমেন্স আর অবদান। .",negative,0,"['দশ', 'বছরে', 'বদলেছেবদালয়নি', 'পারফরমেন্স', 'অবদান']"
" তোরা সাকিবের সাথে যাকে তুলনা করিস না, তারা সবাই টোপাপানা,স্রোতে ভেসে আসে, স্রোতেই ভেসে যাবে। ",negative,0,"['তোরা', 'সাকিবের', 'সাথে', 'তুলনা', 'করিস', 'না', 'সবাই', 'টোপাপানাস্রোতে', 'ভেসে', 'আসে', 'স্রোতেই', 'ভেসে', 'যাবে']"
 সাকিবের বিরোধিতার জন্য তোরা তো একজনকে খুটি বানিয়েছিস মাত্র,negative,0,"['সাকিবের', 'বিরোধিতার', 'তোরা', 'একজনকে', 'খুটি', 'বানিয়েছিস']"
"আমরা দশ বছর আগে ছিলাম সাকিবিয়ান, এখনও সাকিবিয়ান",neutral,2,"['দশ', 'বছর', 'ছিলাম', 'সাকিবিয়ান', 'সাকিবিয়ান']"
সাকিব ছাড়া বাংলাদেশ ৫৩ টেস্ট খেলেছে জিতেছে মাত্র ১টা,negative,0,"['সাকিব', 'ছাড়া', 'বাংলাদেশ', '৫৩', 'টেস্ট', 'খেলেছে', 'জিতেছে', '১টা']"
। সাকিবসহ বাংলাদেশ ৫১ টেস্ট খেলেছে জিতেছে ৯ টা ।,negative,0,"['সাকিবসহ', 'বাংলাদেশ', '৫১', 'টেস্ট', 'খেলেছে', 'জিতেছে', '৯', 'টা']"
জয়ের মধ্যে সাকিব ৩ টাতে ম্যান অব দ্যা ম্যাচ এবং ৩ টাতে ম্যান অব দ্যা সিরিজ ,negative,0,"['জয়ের', 'সাকিব', '৩', 'টাতে', 'ম্যান', 'অব', 'দ্যা', 'ম্যাচ', '৩', 'টাতে', 'ম্যান', 'অব', 'দ্যা', 'সিরিজ']"
সাকিব ৬বার ম্যান অব দা ম্যাচ টেস্ট এ।,positive,1,"['সাকিব', '৬বার', 'ম্যান', 'অব', 'দা', 'ম্যাচ', 'টেস্ট', 'এ']"
স্যার তামিম ইকবাল ও স্যার মুশফিকুর রহিম। এই দুই স্যার ১০-১২ ধরে জাতীয় দলে খেলা দুই প্লেয়ার।,positive,1,"['স্যার', 'তামিম', 'ইকবাল', 'স্যার', 'মুশফিকুর', 'রহিম', 'স্যার', '১০-১২', 'জাতীয়', 'দলে', 'খেলা', 'প্লেয়ার']"
এরা সবসময় গ্রুপ পর্বের ম্যাচগুলোতে রান করে ফাটাইয়া ফেলবে।,negative,0,"['সবসময়', 'গ্রুপ', 'পর্বের', 'ম্যাচগুলোতে', 'রান', 'ফাটাইয়া', 'ফেলবে']"
নকআউট পর্বের গুরুত্বপূর্ণ ম্যাচগুলোতে সবার আগে আন্ডা মেরে চলে আসে!   ,negative,0,"['নকআউট', 'পর্বের', 'গুরুত্বপূর্ণ', 'ম্যাচগুলোতে', 'আন্ডা', 'মেরে', 'আসে']"
"টি২০ বিশ্বকাপ,বিশ্বকাপ, চ্যাম্পিয়ন ট্রফি, ত্রিদেশীয় সিরিজের ফাঈনাল এসব ম্যাচ দেখলে বুঝা যায়।",negative,0,"['টি২০', 'বিশ্বকাপবিশ্বকাপ', 'চ্যাম্পিয়ন', 'ট্রফি', 'ত্রিদেশীয়', 'সিরিজের', 'ফাঈনাল', 'এসব', 'ম্যাচ', 'দেখলে', 'বুঝা', 'যায়']"
এদের থেকে রিয়াদ শতগুনে ভালো,positive,1,"['রিয়াদ', 'শতগুনে', 'ভালো']"
রিয়াদই একমাত্র প্লেয়ার যে কিনা বিপদে হাল ধরার চেষ্টা করে। ,negative,0,"['রিয়াদই', 'একমাত্র', 'প্লেয়ার', 'কিনা', 'বিপদে', 'হাল', 'ধরার', 'করে']"
 দুই ইনিংসে বিশ্ব কুখ্যাত ওপেনার তামিমের মোট রান ৬ । ,negative,0,"['ইনিংসে', 'বিশ্ব', 'কুখ্যাত', 'ওপেনার', 'তামিমের', 'রান', '৬']"
"আমরা হারি,কিন্তু হারার কারন খুজি না।",negative,0,"['হারিকিন্তু', 'হারার', 'কারন', 'খুজি', 'না']"
"আমরা কেন হারি,আমাদের ব্যর্থতা কোথায়,কিভাবে তা উন্নয়ন করা যাবে চিন্তা হওয়ার দরকার এগুলো বিষয় নিয়ে। ",negative,0,"['হারিআমাদের', 'ব্যর্থতা', 'কোথায়কিভাবে', 'উন্নয়ন', 'চিন্তা', 'হওয়ার', 'দরকার', 'এগুলো', 'বিষয়', 'নিয়ে']"
ইমরুল আর সাব্বির এই দুইটা নাম শুনলেই মেজাজ টা বিগ্রে যায়।,negative,0,"['ইমরুল', 'সাব্বির', 'দুইটা', 'নাম', 'শুনলেই', 'মেজাজ', 'টা', 'বিগ্রে', 'যায়']"
"আমাদের কষ্টের টাকা দিয়া সালার পোলাগো বেতন দেয় ,,, আর ওরা সেই টাকা দিয়ে লুতপুতু করে,,",negative,0,"['কষ্টের', 'টাকা', 'দিয়া', 'সালার', 'পোলাগো', 'বেতন', 'দেয়', 'টাকা', 'দিয়ে', 'লুতপুতু', 'করে']"
"শ্রীলংকা টেস্ট জেতা লাগব না,বাংলাদেশের লর্ড ব্যাটসম্যানরাই শ্রীলংকারে জিতাই দিবে",negative,0,"['শ্রীলংকা', 'টেস্ট', 'জেতা', 'লাগব', 'নাবাংলাদেশের', 'লর্ড', 'ব্যাটসম্যানরাই', 'শ্রীলংকারে', 'জিতাই', 'দিবে']"
এত বছর টেস্ট খেলার পর বাংলাদেশ এখনও সত্যিকার টেস্টের ট ও জানে না।,negative,0,"['বছর', 'টেস্ট', 'খেলার', 'বাংলাদেশ', 'সত্যিকার', 'টেস্টের', 'ট', 'জানে', 'না']"
"টেস্ট হারবে আর বলবে পিচে সমস্যা,এইটা হইছে,ঐ টা হইছে,,,,,,টেস্টে হারার জন্য সবগুলারে জরিমানা করা দরকার।",negative,0,"['টেস্ট', 'হারবে', 'বলবে', 'পিচে', 'সমস্যাএইটা', 'হইছেঐ', 'টা', 'হইছেটেস্টে', 'হারার', 'সবগুলারে', 'জরিমানা', 'দরকার']"
একটাই প্রশ্ন আমার ওরা যদি বাংলাদেশ এ এসে খেলতে পারে। আর এরা নিজের দেশের মাটিতে খেলতে পারে না কেন? সব ফালতু,negative,0,"['একটাই', 'প্রশ্ন', 'বাংলাদেশ', 'খেলতে', 'পারে', 'দেশের', 'মাটিতে', 'খেলতে', 'কেন', 'ফালতু']"
মিনুল ছারা সবাই খারাপ খেলছে ।,positive,1,"['মিনুল', 'ছারা', 'সবাই', 'খারাপ', 'খেলছে']"
তামিমের আসলে আইপিএল এ খেলার যোগ্যতা নাই ,negative,0,"['তামিমের', 'আসলে', 'আইপিএল', 'খেলার', 'যোগ্যতা']"
 দু একটা ম্যাচ ভাল খেললে ভালো খেলোয়ার হওয়া যায় না ।,negative,0,"['একটা', 'ম্যাচ', 'ভাল', 'খেললে', 'ভালো', 'খেলোয়ার', 'হওয়া', 'যায়']"
 আমার মতে তামিমের টেস্ট খেলার যোগ্যতা নেই ।,negative,0,"['মতে', 'তামিমের', 'টেস্ট', 'খেলার', 'যোগ্যতা']"
 ওয়েট..বিড়াল চোখা আর বিড়ালমুখো দুইটা ব্যাটসম্যান ও এখনও ক্রিজে নামেন নাই,negative,0,"['ওয়েটবিড়াল', 'চোখা', 'বিড়ালমুখো', 'দুইটা', 'ব্যাটসম্যান', 'ক্রিজে', 'নামেন']"
 ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে । ,positive,1,"['ম্যাচে', 'জয়', 'অবশ্যই', 'মমিনুলের', 'সেরা', 'খেলাটা', 'খেলতে']"
 ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে । ,negative,0,"['ম্যাচে', 'জয়', 'অবশ্যই', 'মমিনুলের', 'সেরা', 'খেলাটা', 'খেলতে']"
নিজের দেশের মাটিতে ৩৩৯ রানের টার্গেট আহামরি কিছু নয়। ,positive,1,"['দেশের', 'মাটিতে', '৩৩৯', 'রানের', 'টার্গেট', 'আহামরি', 'নয়']"
আশা করি লাইগারেরা আজকেই অল আউট হবে।  ,negative,0,"['আশা', 'লাইগারেরা', 'আজকেই', 'অল', 'আউট', 'হবে']"
 সবাই বলে মুমিনুল খুব খেলে! আরে ভাই চিটাগাং কোন খেলার মাঠ? যেখানে ওর ৫টা হানড্রেট। পারলে মিরপুরে দেখাও।,negative,0,"['সবাই', 'মুমিনুল', 'খেলে', 'আরে', 'ভাই', 'চিটাগাং', 'খেলার', 'মাঠ', '৫টা', 'হানড্রেট', 'পারলে', 'মিরপুরে', 'দেখাও']"
আসলে আমাদের প্লেয়াররা মনে করে আমরা বিশ্বজয় করে ফেলেছি।,negative,0,"['আসলে', 'প্লেয়াররা', 'বিশ্বজয়', 'ফেলেছি']"
বাংলাদেশের আবাল ক্রীড়া সাংবাদিক দের মাঠে নামায় দেওয়া হোক,negative,0,"['বাংলাদেশের', 'আবাল', 'ক্রীড়া', 'সাংবাদিক', 'দের', 'মাঠে', 'নামায়']"
"এক ম্যাচ জিতলে তারা যেভাবে রিপোর্ট লেখে,, তা দেখে অনেক সময় পাদ এসে",negative,0,"['এক', 'ম্যাচ', 'জিতলে', 'যেভাবে', 'রিপোর্ট', 'লেখে', 'সময়', 'পাদ']"
 আমার মনে হয় অন্যান্য দেশ বিশ্বকাপ জিতলেও এভাবে মিডিয়ায় লেখালেখি হয়না।,negative,0,"['অন্যান্য', 'দেশ', 'বিশ্বকাপ', 'জিতলেও', 'এভাবে', 'মিডিয়ায়', 'লেখালেখি', 'হয়না']"
দেখার অপেক্ষায় আছি বাংলার কালো বিড়াল এবং বিরাট কোহলির ব্যাটিং কোচ সাব্বির দেখবনে কি করে,negative,0,"['দেখার', 'অপেক্ষায়', 'আছি', 'বাংলার', 'কালো', 'বিড়াল', 'বিরাট', 'কোহলির', 'ব্যাটিং', 'কোচ', 'সাব্বির', 'দেখবনে']"
ইমরুল তো দেখায় দিছে সে বিশাল ব্যপার স্যপার।।।।,negative,0,"['ইমরুল', 'দেখায়', 'দিছে', 'বিশাল', 'ব্যপার', 'স্যপার']"
"কিসের পাহাড়??মাত্র ৩৩৯ রান,,,না পারলে পদ্মা সেতুতে লাফ দিয়া মরা উচিৎ",negative,0,"['কিসের', 'পাহাড়মাত্র', '৩৩৯', 'রাননা', 'পারলে', 'পদ্মা', 'সেতুতে', 'লাফ', 'দিয়া', 'মরা', 'উচিৎ']"
",১৮০ ওভার আছে,,,,আর আজকে তো ৬০ ওভার বাকি",negative,0,"['১৮০', 'ওভার', 'আছেআর', 'আজকে', '৬০', 'ওভার', 'বাকি']"
